Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category
Librarian Divisional Library,4.5,-948,30.720019,76.767345,Government Building,Library
Beant Singh Memorial Library,4,-340,30.727045,76.735105,Government Building,Library
Branch Library Badheri,3.9,-12,30.732333,76.734646,Government Building,Library
GyanMimansa Library,4.7,-71,30.723231,76.769003,Government Building,Library
Tricity Reader's Paradise,5,-37,30.723409,76.769029,Government Building,Library
Post Office sector 36,2.2,-81,30.734409,76.752429,Government Building,Post Office
India Post,3.5,-11,30.724891,76.759071,Government Building,Post Office
Rao Financial Services,5,-5,30.724943,76.759174,Government Building,Post Office
Police Station,N/A,N/A,30.728967,76.752368,Government Building,Police Station
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Community Centre,4,-360,30.72486,76.744555,Government Building,City Hall
Chandigarh Housing Board,3.8,-299,30.746538,76.787202,Government Building,City Hall
Community Centre Sector 37,4.4,-951,30.736462,76.74628,Government Building,Library
ISKCON Temple Chandigarh,4.8,"-6,801",30.734364,76.761349,Government Building,Library
icai bhavan,4.6,-24,30.725715,76.761656,Government Building,Library
Alliance Francaise de Chandigarh,4.6,-279,30.735877,76.758365,Government Building,Library
Institute of Chartered Accountants of India,4.3,-75,30.725747,76.761723,Government Building,Library
Sub Post Office sector 22,3.3,-45,30.733344,76.771099,Government Building,Post Office
Sub Post Office Sector 55,3,-79,30.727919,76.722534,Government Building,Post Office
Sub Post Office sector 16,4.9,-8,30.747358,76.775347,Government Building,Post Office
India Post,3.6,-25,30.73937,76.765842,Government Building,Post Office
Sub Post Office Office Sector 40,2.5,-26,30.734595,76.736179,Government Building,Post Office
Police Post - Sector 22,N/A,N/A,30.735953,76.768363,Government Building,Police Station
Police Station,N/A,N/A,30.728967,76.752368,Government Building,Police Station
Police Beat Box,N/A,N/A,30.734002,76.770776,Government Building,Police Station
Police Post Sector 24,4.3,-14,30.746374,76.761155,Government Building,Police Station
Police Beat Box,N/A,N/A,30.737399,76.764103,Government Building,Police Station
Fire Station Sector 38C,4.4,-12,30.741681,76.747399,Government Building,Fire Station
Kashmiri Bhawan,4,-165,30.741471,76.75685,Government Building,City Hall
Kisan Bhavan Candigarh,4.1,-23,30.739651,76.766781,Government Building,City Hall
Gujarat Bhavan plot no 17sec 24c Chandigarh,4,-287,30.740976,76.757397,Government Building,City Hall
Prajapati Bhawan,3.8,-214,30.746164,76.744666,Government Building,City Hall
Khukrain Bhavan,4.1,-87,30.728708,76.757165,Government Building,City Hall
Beant Singh Memorial Library,4,-340,30.727045,76.735105,Government Building,Library
Branch Library Badheri,3.9,-12,30.732333,76.734646,Government Building,Library
Reading Room,4,-20,30.737232,76.764365,Government Building,Library
UIET Library,4.8,-4,30.74875,76.756429,Government Building,Library
KITABKAKSH - The Reading Room (Library),4.8,-5,30.74507,76.761766,Government Building,Library
Post office,3.8,-6,30.685928,76.755259,Government Building,Post Office
Post Office,2.2,-6,30.68799,76.757497,Government Building,Post Office
Police Station Sector 48,N/A,N/A,30.690057,76.755822,Government Building,Police Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Community Centre -Sector 49C,4.1,"-1,089",30.692089,76.7543,Government Building,City Hall
Integrated Library Center,4.7,-11,30.685918,76.755257,Government Building,Library
YOUNG BLOOD,4.9,-8,31.026816,75.410647,Government Building,Library
Chetan law classes,5,-1,30.69429,76.764414,Government Building,Library
Sub Post Office sector 31 Chandigarh,3.5,-26,30.702429,76.780949,Government Building,Post Office
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
Post Office Phase 7,3.2,-76,30.704578,76.72556,Government Building,Post Office
Sub Post Office sector 67 NIPER Campus Mohali,3,-33,30.682837,76.735546,Government Building,Post Office
Post office,3.8,-6,30.685928,76.755259,Government Building,Post Office
Sector 45-C Police Post Burail,N/A,N/A,30.704535,76.757577,Government Building,Police Station
Police Station 31,N/A,N/A,30.700921,76.778905,Government Building,Police Station
Police Station Sector 48,N/A,N/A,30.690057,76.755822,Government Building,Police Station
Police Station Sector 51(Colony no. 5),N/A,N/A,30.707239,76.749668,Government Building,Police Station
Police Beat Box,N/A,N/A,30.695911,76.756053,Government Building,Police Station
Sector 32 Fire Station,4,-7,30.706487,76.778567,Government Building,Fire Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
Aadarsh Library,4.8,-11,30.696149,76.770035,Government Building,Library
Yps Library,4,-4,30.703495,76.737719,Government Building,Library
Public Library,4.4,-5,30.686277,76.740632,Government Building,Library
Integrated Library Center,4.7,-11,30.685918,76.755257,Government Building,Library
Silvi Park Library,4.2,-40,30.686145,76.74089,Government Building,Library
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Sub Post Office Sector 59 SA S Nagar,2.7,-52,30.716266,76.715554,Government Building,Post Office
Sub Post Office Sector 44 Chandigarh,3.6,-27,30.714145,76.751481,Government Building,Post Office
Sub Post Office sector 31 Chandigarh,3.5,-26,30.702429,76.780949,Government Building,Post Office
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
Sector 45-C Police Post Burail,N/A,N/A,30.704535,76.757577,Government Building,Police Station
Police Beat Box,N/A,N/A,30.713555,76.769944,Government Building,Police Station
Police Station Sector 51(Colony no. 5),N/A,N/A,30.707239,76.749668,Government Building,Police Station
Police Station South,N/A,N/A,30.720085,76.764569,Government Building,Police Station
Police Beat Box,N/A,N/A,30.695911,76.756053,Government Building,Police Station
Sector 32 Fire Station,4,-7,30.706487,76.778567,Government Building,Fire Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
Aadarsh Library,4.8,-11,30.696149,76.770035,Government Building,Library
Audio Video Library,1.3,-3,30.694726,76.769618,Government Building,Library
"Model Village Library - Burail (U.T.) Chandigarh, India.",5,-1,30.708291,76.758907,Government Building,Library
Law Today Live,5,-1,30.699245,76.752202,Government Building,Library
"Study Centre, Sector 45, Burail, Near Library, Chandigarh",1,-2,30.707736,76.758645,Government Building,Library
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Sub Post Office Sector 44 Chandigarh,3.6,-27,30.714145,76.751481,Government Building,Post Office
Police Beat Box,N/A,N/A,30.713555,76.769944,Government Building,Police Station
Beat Box 43,N/A,N/A,30.719271,76.753341,Government Building,Police Station
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Party Hall 34,4.3,-3,30.71984,76.768964,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Rajasthan Bhawan,4.1,-444,30.716136,76.768878,Government Building,City Hall
Librarian Divisional Library,4.5,-948,30.720019,76.767345,Government Building,Library
GyanMimansa Library,4.7,-71,30.723231,76.769003,Government Building,Library
Tricity Reader's Paradise,5,-37,30.723409,76.769029,Government Building,Library
"Model Village Library - Burail (U.T.) Chandigarh, India.",5,-1,30.708291,76.758907,Government Building,Library
"Study Centre, Sector 45, Burail, Near Library, Chandigarh",1,-2,30.707736,76.758645,Government Building,Library
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
India Post,3.5,-11,30.724891,76.759071,Government Building,Post Office
Chandighar,N/A,N/A,30.720055,76.765606,Government Building,Post Office
Regional Passport Office,2.1,-804,30.724046,76.769335,Government Building,Post Office
Rao Financial Services,5,-5,30.724943,76.759174,Government Building,Post Office
Police Station South,N/A,N/A,30.720085,76.764569,Government Building,Police Station
Police Station,N/A,N/A,30.728967,76.752368,Government Building,Police Station
Police Beat Box,N/A,N/A,30.713555,76.769944,Government Building,Police Station
Central Reserve Police Force,N/A,N/A,30.718577,76.74899,Government Building,Police Station
Police Beat Box,N/A,N/A,30.723247,76.76274,Government Building,Police Station
Firefox Bike Station,4.3,-181,30.727324,76.769196,Government Building,Fire Station
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Party Hall 34,4.3,-3,30.71984,76.768964,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Community Centre,4,-360,30.72486,76.744555,Government Building,City Hall
Librarian Divisional Library,4.5,-948,30.720019,76.767345,Government Building,Library
GyanMimansa Library,4.7,-71,30.723231,76.769003,Government Building,Library
Beant Singh Memorial Library,4,-340,30.727045,76.735105,Government Building,Library
Tricity Reader's Paradise,5,-37,30.723409,76.769029,Government Building,Library
Branch Library Badheri,3.9,-12,30.732333,76.734646,Government Building,Library
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Sub Post Office Sector 21 Chandigarh 160022,3.9,-10,30.724813,76.778382,Government Building,Post Office
Sub Post Office sector 22,3.3,-45,30.733344,76.771099,Government Building,Post Office
Sub Post Office Sector 59 SA S Nagar,2.7,-52,30.716266,76.715554,Government Building,Post Office
Sub Post Office Sector 55,3,-79,30.727919,76.722534,Government Building,Post Office
Police Station South,N/A,N/A,30.720085,76.764569,Government Building,Police Station
Police Post - Sector 22,N/A,N/A,30.735953,76.768363,Government Building,Police Station
Police Station sector 17 Chandigarh,N/A,N/A,30.739094,76.778624,Government Building,Police Station
Police Station,N/A,N/A,30.728967,76.752368,Government Building,Police Station
Police Beat Box,N/A,N/A,30.734002,76.770776,Government Building,Police Station
Fire & Emergency Service,4.6,-23,30.735829,76.780461,Government Building,Fire Station
Fire Station Sector 38C,4.4,-12,30.741681,76.747399,Government Building,Fire Station
"District And Sessions Court, Chandigarh",4.2,-225,30.719484,76.743798,Government Building,Courthouse
Central Administrative Tribunal Bench,4.7,-20,30.739196,76.776849,Government Building,Courthouse
Permanent Lok Adalat (PUS) Chandigarh,3,-3,30.719058,76.748704,Government Building,Courthouse
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Chandigarh Housing Board,3.8,-299,30.746538,76.787202,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Community Centre,4,-360,30.72486,76.744555,Government Building,City Hall
Librarian Divisional Library,4.5,-948,30.720019,76.767345,Government Building,Library
Reading Room,4,-20,30.737232,76.764365,Government Building,Library
GyanMimansa Library,4.7,-71,30.723231,76.769003,Government Building,Library
Tricity Reader's Paradise,5,-37,30.723409,76.769029,Government Building,Library
Dr. Ambedkar Bhawan,4.5,-136,30.741715,76.75547,Government Building,Library
Post Office sector 36,2.2,-81,30.734409,76.752429,Government Building,Post Office
India Post,3.6,-25,30.73937,76.765842,Government Building,Post Office
Police Post - Sector 22,N/A,N/A,30.735953,76.768363,Government Building,Police Station
Police Beat Box,N/A,N/A,30.734002,76.770776,Government Building,Police Station
Police Station,N/A,N/A,30.728967,76.752368,Government Building,Police Station
Police Station sector 17 Chandigarh,N/A,N/A,30.739094,76.778624,Government Building,Police Station
Police Station Sector 39 Chandigarh,N/A,N/A,30.745039,76.726398,Government Building,Police Station
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Chandigarh Housing Board,3.8,-299,30.746538,76.787202,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Harsh dhiman home town,N/A,N/A,30.913882,76.837001,Government Building,City Hall
Reading Room,4,-20,30.737232,76.764365,Government Building,Library
KITABKAKSH - The Reading Room (Library),4.8,-5,30.74507,76.761766,Government Building,Library
Dr. Ambedkar Bhawan,4.5,-136,30.741715,76.75547,Government Building,Library
Sub Post Office sector 67 NIPER Campus Mohali,3,-33,30.682837,76.735546,Government Building,Post Office
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
Post office,3.8,-6,30.685928,76.755259,Government Building,Post Office
India Post,3.4,-30,30.696854,76.734201,Government Building,Post Office
Sub Post Office sector 31 Chandigarh,3.5,-26,30.702429,76.780949,Government Building,Post Office
Police Station Sector 48,N/A,N/A,30.690057,76.755822,Government Building,Police Station
Police Beat Box,N/A,N/A,30.695911,76.756053,Government Building,Police Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
Integrated Library Center,4.7,-11,30.685918,76.755257,Government Building,Library
Aadarsh Library,4.8,-11,30.696149,76.770035,Government Building,Library
Audio Video Library,1.3,-3,30.694726,76.769618,Government Building,Library
Law Today Live,5,-1,30.699245,76.752202,Government Building,Library
YOUNG BLOOD,4.9,-8,31.026816,75.410647,Government Building,Library
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
DTDC International Courier,4.3,-10,30.694854,76.77015,Government Building,Post Office
Police Beat Box,5,-1,30.700966,76.765588,Government Building,Police Station
Police Colony,N/A,N/A,30.701551,76.75872,Government Building,Police Station
Sunil Electronics,4,-4,30.691704,76.766973,Government Building,Police Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
Aadarsh Library,4.8,-11,30.696149,76.770035,Government Building,Library
Audio Video Library,1.3,-3,30.694726,76.769618,Government Building,Library
Chetan law classes,5,-1,30.69429,76.764414,Government Building,Library
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Sub Post Office Sector 44 Chandigarh,3.6,-27,30.714145,76.751481,Government Building,Post Office
Sub Post Office sector 31 Chandigarh,3.5,-26,30.702429,76.780949,Government Building,Post Office
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
Post Office Phase 7,3.2,-76,30.704578,76.72556,Government Building,Post Office
Sector 45-C Police Post Burail,N/A,N/A,30.704535,76.757577,Government Building,Police Station
Police Beat Box,N/A,N/A,30.713555,76.769944,Government Building,Police Station
Police Station 31,N/A,N/A,30.700921,76.778905,Government Building,Police Station
Police Station Sector 51(Colony no. 5),N/A,N/A,30.707239,76.749668,Government Building,Police Station
Police Station South,N/A,N/A,30.720085,76.764569,Government Building,Police Station
Sector 32 Fire Station,4,-7,30.706487,76.778567,Government Building,Fire Station
Fire Station- Industrial Area Phase II,4.8,-4,30.696887,76.786874,Government Building,Fire Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
Library Block,4.9,-14,30.712199,76.782837,Government Building,Library
Aadarsh Library,4.8,-11,30.696149,76.770035,Government Building,Library
Library,5,-1,30.701894,76.781076,Government Building,Library
Audio Video Library,1.3,-3,30.694726,76.769618,Government Building,Library
"Model Village Library - Burail (U.T.) Chandigarh, India.",5,-1,30.708291,76.758907,Government Building,Library
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Police Beat Box,N/A,N/A,30.713555,76.769944,Government Building,Police Station
Party Hall 34,4.3,-3,30.71984,76.768964,Government Building,City Hall
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
